metro	country	region	ismetro	location.code	gdpusc_2000	gdpusc_2001	gdpusc_2002	gdpusc_2003	gdpusc_2004	gdpusc_2005	gdpusc_2006	gdpusc_2007	gdpusc_2008	gdpusc_2009	gdpusc_2010	gdpusc_2011	gdpusc_2012	gdpusc_2013	gdpusc_2014	gdpusc_2015	gdpusc_2016	gdpusc_2017	gdpppp_2000	gdpppp_2001	gdpppp_2002	gdpppp_2003	gdpppp_2004	gdpppp_2005	gdpppp_2006	gdpppp_2007	gdpppp_2008	gdpppp_2009	gdpppp_2010	gdpppp_2011	gdpppp_2012	gdpppp_2013	gdpppp_2014	gdpppp_2015	gdpppp_2016	gdpppp_2017	poptot_2000	poptot_2001	poptot_2002	poptot_2003	poptot_2004	poptot_2005	poptot_2006	poptot_2007	poptot_2008	poptot_2009	poptot_2010	poptot_2011	poptot_2012	poptot_2013	poptot_2014	poptot_2015	poptot_2016	poptot_2017
Orlando-Kissimmee-Sanford, FL	United States	North America	1	USM27	79621.1816	80335.40176	82254.68043	88075.20747	93124.22665	98557.62766	102494.7586	106462.1442	105775.47	99134.48423	98943.46965	98896.94555	99418.00603	108655.7401	106837.4274	109813.8202	111702.734	115749.2594	63464.87259	65932.72855	68985.85824	75228.49308	81798.66613	89187.00061	95770.55351	102483.6249	103408.5389	99134.48423	99474.05879	100673.5568	103532.2939	115261.1588	115632.917	122066.6482	126781.8769	133745.4571	1651.063625	1703.457688	1754.172563	1806.1025	1870.45925	1945.23875	2010.37075	2052.6275	2083.46125	2109.061	2136.596	2172.08875	2219.65025	2264.8715	2316.73175	2374.751	2433.27075	2484.59175
Osaka	Japan	Advanced Asia-Pacific	1	JPM02	756548.8564	751256.2335	749118.7312	756159.5731	769033.8096	777879.2683	784414.9082	794475.7032	790877.0382	746655.0246	781384.1805	777008.0278	783874.4966	794381.3278	801762.3262	810226.4741	814945.8416	826538.1031	498192.0262	506288.9198	512913.3371	527354.923	551660.8333	577622.3157	601560.4089	626848.522	638700.7919	607141.0879	642387.7511	653184.5458	671282.4329	691301.511	709606.9368	722976.7706	737027.4244	760995.5165	18808.81298	18826.26146	18832.78667	18840.91368	18850.0401	18855.15107	18862.76461	18863.18044	18865.86941	18878.54836	18876.11109	18887.90961	18889.43732	18871.35148	18835.18348	18793.24562	18749.10173	18710.68579
Oslo	Norway	Western Europe	1	NOM01	82746.688	82763.57519	84280.18151	84110.5767	89577.56805	94863.14032	99991.52278	106068.7404	108226.5463	106239.4293	109468.6796	112418.8057	116345.2382	119916.3443	122809.8772	124337.9663	125850.5668	128401.3561	55184.44821	57068.16655	61657.37718	62289.64964	66265.61212	68409.94644	70192.80855	77821.9479	75839.6668	81438.02368	82536.6184	82778.8995	87625.21043	91666.48023	97457.04323	103716.8809	109530.6906	111868.8353	1156.040617	1164.69488	1175.52687	1186.585266	1198.929122	1214.283812	1232.223498	1253.510162	1277.998453	1301.986244	1324.736176	1349.990499	1374.905224	1396.972421	1419.741502	1442.270514	1463.163445	1484.552165
Ottawa	Canada	North America	1	CAM06	45075.16088	46570.57554	47321.26514	48737.92301	49926.57151	50750.08245	53862.51348	54519.34506	56198.12657	57315.14681	58522.21153	58160.64138	59636.0427	57997.74418	58652.22791	60047.99244	60472.77911	61642.31376	34242.84983	35876.15775	37756.13785	39304.55592	41019.18903	43004.29024	46879.78281	48512.35721	50384.45641	54132.49472	55442.36261	55843.34153	58780.83978	58322.56556	59713.74792	63590.13336	65607.65974	67298.72825	1082.730167	1106.600961	1124.1935	1138.123563	1148.80875	1159.221563	1170.918063	1186.285625	1205.085375	1226.018813	1247.673313	1267.69425	1286.109	1301.2265	1315.047938	1328.703625	1349.056965	1370.761207
Paris	France	Western Europe	1	FRM01	730723.2832	740044.9775	751152.4591	762692.6803	768940.8069	787193.2679	802669.6694	842141.3116	845078.3488	813698.5861	853761.3357	854414.0204	863605.2142	876162.4895	882616.3116	889143.351	903113.4538	920133.9278	508305.5555	526035.2597	543593.8242	560156.2758	582138.4827	614516.64	643228.4249	687956.5123	704216.1776	682716.1273	725697.895	740993.4476	762465.1913	785802.7851	805438.5975	820952.2504	844686.6101	874683.6272	11489.85359	11574.49004	11660.03025	11744.16847	11832.05686	11925.19842	12005.42581	12070.32612	12136.45548	12201.7621	12265.28942	12322.76162	12373.45725	12429.12314	12485.31731	12540.617	12595.05066	12650.03749
Perth	Australia	Advanced Asia-Pacific	1	AUM03	64304.44373	66432.97696	72499.55534	77506.04859	81932.67985	85103.91734	89495.17391	97516.97906	102339.1937	103433.4474	110727.9679	115140.7949	127293.6555	134597.0187	141074.5124	144182.1016	144341.673	139597.4534	42549.08151	45306.3503	49267.86133	53986.00167	59643.64636	65235.86743	74008.91331	84822.46164	89392.92581	93441.24623	104314.7038	112993.9311	122594.7804	130873.5666	134715.1687	128807.3713	129703.718	127112.7891	1440.17922	1460.343048	1477.05353	1499.237827	1523.209104	1549.361203	1584.539525	1634.614155	1691.202298	1744.396085	1787.623526	1840.32836	1901.55811	1952.246352	1981.630662	2004.705736	2026.588288	2054.054021
Philadelphia-Camden-Wilmington, PA-NJ-DE-MD	United States	North America	1	USM14	296544.6142	299982.0429	304863.1627	314545.4155	324497.1948	329135.1178	336110.2181	345306.2927	346799.8772	340836.7618	344849.5123	346307.1725	352058.9167	363928.9869	367044.8633	374997.7383	379521.471	387677.1856	239700.3129	248275.9825	256646.4761	270352.5549	286871.7614	300289.4327	316235.2617	333873.5255	340754.3745	340836.7618	348581.5359	355923.9618	370052.367	389784.3586	400797.0574	418006.423	429269.2511	445651.3523	5688.325	5711.670938	5739.770125	5770.066	5800.322	5826.21225	5852.69	5878.8005	5904.4325	5936.9545	5967.8895	5993.81825	6017.0635	6032.8185	6048.437	6060.65825	6071.001	6097.4615
Phoenix-Mesa-Scottsdale, AZ	United States	North America	1	USM15	147795.3405	149004.4922	153942.0112	162808.5432	170595.6435	186250.6321	198552.9487	203490.5766	195830.4962	177611.7756	178630.5044	182396.2224	187463.7477	188083.385	193438.1857	199124.7097	205019.3276	211187.2215	122584.8637	126656.4274	132510.3003	141495.6953	151548.0854	169828.8974	186566.3202	196294.9758	191611.0582	177611.7756	180079.5732	186380.6603	195630.8507	199868.5532	209867.1427	221368.0867	232250.0038	243236.8229	3261.281688	3352.358313	3441.07725	3526.96225	3626.99025	3757.66	3894.5475	4004.159	4092.7785	4147.96525	4198.1145	4245.3765	4315.3285	4388.1235	4469.7445	4557.2305	4650.358	4750.70025
Pittsburgh, PA	United States	North America	1	USM16	106054.8631	106705.3149	106649.3148	109454.8098	108658.2536	107200.8013	108184.4247	107867.6057	107606.0417	108286.7635	112040.2921	115309.3151	116074.8623	118200.816	122532.4682	126449.2872	125859.4667	129062.1825	83186.84884	86005.59224	87535.63865	91849.13538	94491.04593	96956.89551	101776.7454	104814.1884	106709.1307	108286.7635	113939.7653	119650.7894	122436.1468	126821.0906	133893.1563	136825.9385	137095.5313	143138.2289	2429.541875	2418.938563	2409.6115	2401.7605	2390.4545	2376.57225	2365.677	2359.743	2357.1125	2355.7895	2356.9165	2359.43775	2361.3075	2361.2455	2358.20975	2351.9695	2343.90125	2341.80725
Portland-Vancouver-Hillsboro, OR-WA	United States	North America	1	USM17	84131.09978	84684.12591	86205.03964	90483.81079	100779.7665	104105.123	115286.1106	120755.5856	130387.5527	130992.6783	141329.4096	148543.4857	142517.8025	138892.7298	141780.0705	148252.1787	153136.2184	156643.5348	76882.88453	78962.55964	81158.39476	85645.32847	96799.60387	101336.1929	113620.7115	119994.376	129235.6439	130992.6783	141467.8624	148813.3782	144558.8029	143127.8558	148506.5647	158600.7136	165760.6012	171784.2346	1931.715125	1966.319875	1998.286688	2021.08975	2038.20225	2064.30975	2098.6105	2133.5175	2168.40375	2201.99675	2229.431	2256.7345	2284.419	2310.041	2342.28875	2380.07575	2418.86225	2446.2625
Porto Alegre	Brazil	Latin America	1	BZM03	39693.705	39804.98191	40994.26624	39988.78811	41796.92341	41980.83127	42306.74161	44480.14882	45873.93595	44998.19384	47901.05296	48095.85974	48040.82897	49314.72277	49573.24901	48095.62796	46335.78628	46418.74094	47879.36294	49709.95801	52335.50187	53397.99623	57690.76247	60986.8123	61801.99789	66597.93085	69741.00847	69592.4353	77378.41396	77631.94761	79912.0904	83023.28261	84802.16623	84464.46317	82173.81335	84041.14544	3790.539264	3836.18287	3866.438933	3895.241459	3922.642881	3948.629128	3973.287337	3996.653714	4018.795272	4039.728841	4059.53935	4076.038632	4100.879678	4123.427133	4141.381463	4159.369826	4176.971208	4193.678103
Prague	Czech Republic	Eastern Europe and Central Asia	1	CZM01	44856.56099	46992.1264	47453.3516	49916.9734	52934.61481	56494.51433	60439.09369	65789.55113	67737.56006	63932.15867	65197.21226	65456.55679	65268.27335	65362.98762	67090.86226	71018.32084	72724.48283	76388.19753	48216.20111	51468.79526	53760.8951	57726.99144	62439.09497	69256.56216	77083.7122	85257.51452	90504.77467	86323.51844	89702.37415	91228.78698	91942.13707	92737.39172	96101.12171	103339.8745	107705.3109	115430.0371	1744.94247	1736.77493	1732.04649	1735.485215	1740.796392	1750.949251	1764.080876	1786.941582	1820.179862	1846.983259	1864.587292	1878.534511	1890.665081	1901.627129	1918.636925	1937.018625	1950.643943	1963.391521
Pretoria	South Africa	Middle East and Africa	1	SAM03	15970.08076	16338.10729	17224.01569	17890.65502	18859.28767	19970.4419	21356.5301	22773.56105	23817.65508	23670.22562	24886.45007	25405.06253	24685.36489	26720.82532	26633.18813	29064.42779	30141.65993	30330.86967	26791.00571	27640.38095	29654.53077	31443.33016	33681.74312	36698.92257	39587.16049	42731.13303	45581.85526	45877.28987	49233.65022	50779.91364	49488.63766	54168.33227	55196.09984	60753.5733	63189.57752	64622.37364	2216.985554	2248.823037	2286.897067	2363.977955	2442.447908	2522.469907	2607.198	2694.773072	2744.359191	2794.696	2846.180833	2901.472071	2982.263326	3064.848938	3149.590742	3236.942227	3328.885159	3405.91869
Providence-Warwick, RI-MA	United States	North America	1	USM44	61159.43426	61433.17757	63393.49163	66110.39888	67773.0353	68296.31049	69899.48099	68321.65351	67474.28951	65549.172	67002.05861	66812.31088	67868.11291	67815.54422	68619.57523	70046.92483	70539.06886	71064.59392	49051.2072	50535.84838	53225.28421	56510.06879	59538.71948	61802.60391	65285.42681	65771.5337	65975.05122	65549.172	67708.22488	68502.32609	71044.11748	72345.67764	74740.03302	78285.74534	80180.86793	82249.43232	1583.954625	1594.503688	1606.780438	1616.137	1619.56425	1614.34525	1608.35375	1603.46525	1601.643	1601.15975	1602.2005	1602.12925	1603.883	1605.64475	1609.01225	1612.14325	1614.5925	1618.131
Pune	India	Emerging Asia-Pacific	1	INM09	4634.981161	4823.398936	5228.932054	5673.944961	6306.175815	7252.011094	8256.163597	9285.374375	10023.17552	10863.52766	12171.76733	13089.99864	14096.10608	15222.33256	16519.9637	18191.13954	19971.49272	21619.37184	15914.53349	17271.33726	18605.04601	20954.71917	23863.85321	27650.16174	32225.67467	36676.204	38565.75744	41888.54717	46728.76691	51016.18998	55616.48789	60691.55275	67217.42775	72889.47766	80455.1189	88425.48463	3628.74931	3768.612	3881.135347	3997.017378	4116.527201	4239.265542	4365.839964	4496.194608	4630.628879	4768.693938	4911.075986	5057.709	5209.735638	5366.33089	5527.633589	5679.806994	5833.217009	5986.925515
Qingdao, Shandong	China	Emerging Asia-Pacific	1	CNM16	20216.09497	22985.69998	26341.61218	30529.92852	35658.95651	41685.32016	48229.91542	55946.70189	63331.66654	71058.12986	80224.62861	89610.91016	99109.66664	108673.7495	117367.6494	126874.429	136578.923	146606.0745	42521.06188	48733.81744	56734.16379	66128.91842	77221.30417	93653.40382	112646.4465	126641.462	140059.3114	154447.9594	170635.9447	187845.4168	206218.4958	224878.7849	246435.553	266241.0849	285377.771	312090.5697	7464.601727	7605.685445	7715.608623	7828.030473	7951.664281	8087.686231	8218.766151	8348.29571	8471.910418	8599.050692	8722.909431	8803.757851	8883.323337	8964.09079	9098.274156	9203.322017	9293.936883	9332.611135
Quanzhou, Fujian	China	Emerging Asia-Pacific	1	CNM53	14529.88448	16128.17177	17837.75798	20335.0441	23222.62036	26264.78362	30204.50117	35007.01685	39943.00623	44935.88201	50687.67491	57530.51102	64583.75167	71300.46184	78501.80849	85488.46944	92442.64451	99418.88234	36077.98825	38797.58851	42514.29722	47651.64058	53191.80584	59713.95444	67779.48422	77529.92929	85412.06832	97670.10891	107347.7137	121268.9873	133507.6353	146556.2785	162566.6797	176342.7572	191881.385	211073.4227	7283.478504	7380.287376	7469.108014	7549.827395	7633.202483	7719.26319	7803.652992	7888.547177	7973.946955	8059.853531	8136.41671	8210.729255	8287.468189	8360	8382.52146	8456.430002	8534.663612	8587.734483
Raleigh, NC	United States	North America	1	USM55	44864.1163	45275.69914	43456.93538	44505.71382	47258.69064	49777.25578	52655.27253	56422.60173	56519.99535	55860.9413	57175.75508	58449.51682	59923.80133	60603.73262	63232.98506	67254.52285	70925.16241	74375.04478	35992.51568	37314.45759	36465.49257	37968.82272	41375.31352	44922.30495	48994.04166	53839.48357	55086.10121	55860.9413	57538.13524	59644.34875	62614.03174	64534.3988	68668.36152	74750.08679	80178.68033	85362.14834	800.833875	829.29925	855.7523125	880.428575	906.802775	940.903075	983.704875	1028.6585	1071.21525	1105.60075	1133.874	1159.87575	1185.4505	1210.88975	1238.356	1267.79325	1299.16925	1334.03825
Randstad Holland	Netherlands	Western Europe	1	NLM01	359498.2245	366211.3109	369652.0122	370508.1908	377194.1029	388243.738	402284.2427	418551.8688	424453.6339	408153.6978	411622.5939	416029.3644	412738.8122	413684.8383	423307.3733	435208.5527	446076.7755	462478.667	249980.8423	259868.1754	267659.3508	273234.9629	287183.0875	303050.8953	320131.8019	341754.9746	351258.8124	344214.4783	353167.0024	361400.3587	365275.7397	371486.2735	387809.3749	406031.3382	421930.2449	444535.9327	6574.244151	6623.985659	6669.816693	6709.900578	6741.422558	6763.222815	6777.534209	6798.614047	6837.885849	6889.635677	6943.116462	6992.668891	7033.684846	7068.578163	7112.170221	7164.17328	7207.959271	7243.632538
Rhein-Main	Germany	Western Europe	1	DEM02	247797.4711	254583.7885	249627.1888	249354.9044	246642.7634	248833.7319	258516.2008	266424.8284	267664.3667	250579.6837	256870.4654	265792.3023	265999.6695	268339.8954	273289.4709	275380.5314	279497.1427	287107.6366	181720.5876	190781.4718	191385.957	196961.4516	201105.2201	209110.2568	222873.0217	234189.8652	238889.8284	228010.5488	235648.1897	247916.82	252276.6126	257859.4893	268719.9988	273817.953	280874.0209	293071.1391	4219.872036	4237.246106	4252.712217	4261.916783	4270.927574	4280.704239	4283.43596	4287.42919	4294.273336	4300.200134	4311.703998	4334.882174	4366.182195	4397.904982	4437.197965	4490.64681	4548.041934	4590.712444
Rhein-Neckar	Germany	Western Europe	1	DEM07	133519.0853	135793.8354	137140.6731	135964.8922	137951.4722	139014.3215	145656.7597	150111.8915	151580.9925	143069.9817	150856.5302	155411.0743	155932.2243	155522.3647	156248.4136	161409.3917	164727.3724	169177.1878	99550.5377	103740.4561	106491.3051	107377.4649	111610.7071	116071.8167	125306.4509	132522.8644	136683.6997	130183.998	138526.5052	145458.6716	148296.6157	150149.8194	153333.1065	159822.1225	165038.8075	172323.141	2916.78346	2927.907683	2941.79645	2952.199392	2956.91328	2962.090378	2965.066022	2968.579461	2970.788018	2968.823818	2964.766242	2973.002912	2988.553934	3006.322883	3025.732012	3056.61257	3092.228543	3116.71841
Rhein-Ruhr	Germany	Western Europe	1	DEM01	492468.9431	502980.1385	505895.2679	498812.2433	503703.6426	505853.3132	520052.7326	542372.2658	548478.4522	522501.756	534013.6217	545769.3388	544528.533	548204.6831	557703.6587	561892.7734	572797.4137	584806.5566	364356.2124	379100.2609	387319.1394	389856.9866	405730.4538	421448.2627	447180.569	480252.4184	496893.5021	475441.2264	489570.852	511325.5932	517657.9244	527894.4574	546791.8006	556803.5502	574635.5714	596154.7767	11520.45507	11521.41227	11528.9151	11525.53738	11520.2593	11508.17175	11492.46874	11471.05494	11439.63893	11399.26398	11369.06391	11365.01293	11372.22242	11388.50383	11419.85723	11515.02302	11620.60959	11669.38049
Richmond, VA	United States	North America	1	USM45	58040.53257	58427.48863	57736.22664	58558.069	57958.24072	61924.24466	62471.25797	62640.90421	62314.46587	60951.7853	61994.30389	62509.82372	64272.41863	65111.97876	65846.16114	68100.29308	69690.20664	71382.37102	46188.83955	47400.96328	47902.86407	49459.3313	50461.51991	55625.21714	57943.62508	60035.40522	60889.63419	60951.7853	62640.94946	64051.8529	67572.87547	69830.34796	72274.31831	76852.78239	80462.65106	84138.2919	1057.23075	1069.443188	1082.734375	1097.04	1113.86075	1132.86725	1154.1875	1172.06875	1187.069	1199.13475	1209.066	1218.774	1231.82875	1244.57075	1257.20825	1268.95825	1280.63425	1296.37675
Rio De Janeiro	Brazil	Latin America	1	BZM13	113515.6104	114054.8869	116434.9441	113477.7728	116691.3433	115900.2625	117406.8477	124903.5605	123199.8373	131033.2609	133584.2419	134831.392	136673.0083	141983.5973	146158.8826	143345.855	140505.4641	141104.7885	149827.8969	152994.7013	155237.1712	148319.1739	167480.4546	172102.1024	175931.2625	192082.3905	192355.5921	202650.8833	211733.8387	220730.5874	229828.2324	245023.7801	249815.2722	238232.0182	228420.6086	239882.8373	11101.82897	11208.93389	11300.43827	11387.92835	11471.55641	11551.28218	11627.35073	11699.83124	11768.90938	11834.62684	11897.20488	11951.45505	12011.63678	12065.15527	12117.47876	12167.94957	12218.71446	12267.36064
Riverside-San Bernardino-Ontario, CA	United States	North America	1	USM18	91860.25449	91953.78571	98290.06964	106165.5471	116626.5503	124717.741	127853.651	125007.5257	121799.6553	112028.0638	112881.8089	115867.2815	114649.5129	119373.6728	122901.3613	127840.0657	131993.1781	136934.0813	72122.91196	74452.62376	81209.8208	89527.74656	101561.9142	112406.3476	119481.2344	120759.5639	119988.3135	112028.0638	114208.5755	119301.5274	120557.6704	127898.719	134597.2824	143399.5325	150393.4642	159031.9327	3266.8855	3365.399	3474.570125	3601.8545	3737.269	3860.11475	3970.78725	4055.06925	4107.75475	4157.022	4231.66275	4291.414	4336.4165	4375.47825	4422.14425	4469.8905	4522.46125	4590.02375
Riyadh	Saudi Arabia	Middle East and Africa	1	SUM01	69883.42928	67166.5879	66305.61158	76505.43704	85145.50188	91933.4653	96339.96076	92344.20645	96221.21422	94390.01543	104930.8752	124806.6828	126010.6246	126708.1362	127080.3152	130405.5655	134593.0782	136600.2365	154181.4824	151406.6076	150933.1187	178101.1678	203948.5667	226657.7885	243532.3407	240056.6895	250080.1825	252513.8543	283770.2221	347326.0572	358061.2134	374841.3582	373942.2965	386550.4543	404438.098	443246.1622	3636.438574	3755.727864	3879.102669	4006.531389	4138.329	4300.992741	4479.737954	4665.897229	4860.061412	5061.69736	5271.991	5500.773121	5739.483829	5988.553794	6248.431838	6424.443378	6595.906164	6761.194345
Roma	Italy	Western Europe	1	ITM02	191985.3102	198322.0926	201937.178	200520.447	207896.9025	210384.8429	215569.4598	220141.6329	217354.6753	211938.0385	212245.9428	214478.8567	206138.9713	202195.5381	201883.1852	201628.9073	203741.7752	207213.982	147493.6086	155153.3523	160538.6117	162705.5035	173156.8587	180962.3791	190302.8606	198815.7946	199768.8022	195151.3385	198735.6104	203887.2535	198700.6061	198116.5538	200819.6169	202101.2635	205927.341	212593.6702	3799.138316	3797.881784	3803.45828	3821.327743	3871.045581	3926.235648	3977.552378	4035.903499	4107.595003	4173.744835	4234.951474	4284.885866	4342.152317	4398.542309	4432.558386	4439.13014	4452.929398	4480.571752
Sacramento--Roseville--Arden-Arcade, CA	United States	North America	1	USM46	84508.45195	85535.39597	90093.99119	96429.85376	99889.13498	103731.0825	104447.2704	103053.4364	100405.1299	95084.67191	93117.07588	94868.54349	95589.40523	97643.99108	100334.5625	103244.9844	107796.4536	110273.5358	67679.35173	70615.65993	75879.0371	82843.44012	88429.15366	94468.40836	97965.88769	99461.24876	98548.1232	95084.67191	94311.05785	97493.83546	100315.7857	104553.271	109821.9204	115835.3914	123012.6933	128213.0922	1803.963063	1858.942188	1915.723	1964.10575	2003.152	2031.37975	2055.08675	2079.2855	2104.9395	2129.459	2151.6945	2172.194	2191.49425	2212.2785	2237.2495	2264.29075	2293.0545	2323.532
